name,description,price,category,stock,image
"Product 53989","Sample description 53989",12653,Fashion,172,
"Product 53990","Sample description 53990",44895,Fashion,57,
"Product 53991","Sample description 53991",26623,Fashion,474,
"Product 53992","Sample description 53992",30639,Accessories,497,
"Product 53993","Sample description 53993",1808,Accessories,209,
"Product 53994","Sample description 53994",13149,Electronics,339,
"Product 53995","Sample description 53995",25596,Fashion,112,
"Product 53996","Sample description 53996",9722,Fashion,416,
"Product 53997","Sample description 53997",10216,Electronics,215,
"Product 53998","Sample description 53998",21455,Electronics,367,
"Product 53999","Sample description 53999",13205,Fashion,359,
"Product 54000","Sample description 54000",30268,Computers,373,
"Product 54001","Sample description 54001",29890,Electronics,220,
"Product 54002","Sample description 54002",38204,Fashion,105,
"Product 54003","Sample description 54003",6657,Computers,470,
"Product 54004","Sample description 54004",30142,Accessories,476,
"Product 54005","Sample description 54005",12778,Accessories,477,
"Product 54006","Sample description 54006",3900,Fashion,425,
"Product 54007","Sample description 54007",15840,Furniture,265,
"Product 54008","Sample description 54008",8986,Fashion,263,
"Product 54009","Sample description 54009",12930,Electronics,187,
"Product 54010","Sample description 54010",1434,Accessories,63,
"Product 54011","Sample description 54011",17023,Electronics,266,
"Product 54012","Sample description 54012",43241,Computers,355,
"Product 54013","Sample description 54013",27774,Accessories,231,
"Product 54014","Sample description 54014",6942,Electronics,77,
"Product 54015","Sample description 54015",25825,Fashion,422,
"Product 54016","Sample description 54016",34468,Computers,34,
"Product 54017","Sample description 54017",1557,Electronics,185,
"Product 54018","Sample description 54018",9038,Fashion,481,
"Product 54019","Sample description 54019",11295,Accessories,284,
"Product 54020","Sample description 54020",49585,Fashion,165,
"Product 54021","Sample description 54021",17060,Electronics,453,
"Product 54022","Sample description 54022",21896,Electronics,249,
"Product 54023","Sample description 54023",44757,Furniture,245,
"Product 54024","Sample description 54024",21411,Accessories,136,
"Product 54025","Sample description 54025",5285,Fashion,223,
"Product 54026","Sample description 54026",11428,Electronics,115,
"Product 54027","Sample description 54027",204,Fashion,48,
"Product 54028","Sample description 54028",9748,Furniture,328,
"Product 54029","Sample description 54029",10003,Fashion,358,
"Product 54030","Sample description 54030",35696,Accessories,297,
"Product 54031","Sample description 54031",20240,Computers,139,
"Product 54032","Sample description 54032",14869,Furniture,412,
"Product 54033","Sample description 54033",43094,Computers,274,
"Product 54034","Sample description 54034",11806,Furniture,244,
"Product 54035","Sample description 54035",18452,Fashion,105,
"Product 54036","Sample description 54036",44844,Fashion,229,
"Product 54037","Sample description 54037",49887,Fashion,178,
"Product 54038","Sample description 54038",31143,Computers,120,
"Product 54039","Sample description 54039",19076,Computers,8,
"Product 54040","Sample description 54040",22811,Fashion,398,
"Product 54041","Sample description 54041",17749,Electronics,450,
"Product 54042","Sample description 54042",49887,Electronics,409,
"Product 54043","Sample description 54043",23703,Electronics,4,
"Product 54044","Sample description 54044",9261,Computers,34,
"Product 54045","Sample description 54045",36685,Fashion,279,
"Product 54046","Sample description 54046",39697,Furniture,316,
"Product 54047","Sample description 54047",25920,Fashion,325,
"Product 54048","Sample description 54048",42870,Fashion,281,
"Product 54049","Sample description 54049",3516,Accessories,49,
"Product 54050","Sample description 54050",24932,Computers,287,
"Product 54051","Sample description 54051",34386,Accessories,454,
"Product 54052","Sample description 54052",32894,Furniture,485,
"Product 54053","Sample description 54053",29744,Electronics,408,
"Product 54054","Sample description 54054",45309,Computers,62,
"Product 54055","Sample description 54055",10147,Furniture,139,
"Product 54056","Sample description 54056",20837,Accessories,79,
"Product 54057","Sample description 54057",31684,Accessories,316,
"Product 54058","Sample description 54058",27054,Fashion,457,
"Product 54059","Sample description 54059",14351,Furniture,271,
"Product 54060","Sample description 54060",45456,Electronics,212,
"Product 54061","Sample description 54061",44210,Electronics,377,
"Product 54062","Sample description 54062",5038,Electronics,304,
"Product 54063","Sample description 54063",27789,Electronics,36,
"Product 54064","Sample description 54064",37731,Computers,208,
"Product 54065","Sample description 54065",11090,Electronics,9,
"Product 54066","Sample description 54066",1835,Fashion,67,
"Product 54067","Sample description 54067",33329,Furniture,424,
"Product 54068","Sample description 54068",2382,Accessories,378,
"Product 54069","Sample description 54069",45671,Fashion,175,
"Product 54070","Sample description 54070",16917,Accessories,58,
"Product 54071","Sample description 54071",8137,Furniture,340,
"Product 54072","Sample description 54072",240,Computers,286,
"Product 54073","Sample description 54073",29893,Accessories,315,
"Product 54074","Sample description 54074",35812,Electronics,359,
"Product 54075","Sample description 54075",47645,Furniture,46,
"Product 54076","Sample description 54076",49933,Computers,399,
"Product 54077","Sample description 54077",11672,Computers,82,
"Product 54078","Sample description 54078",34331,Accessories,58,
"Product 54079","Sample description 54079",12290,Electronics,319,
"Product 54080","Sample description 54080",23189,Fashion,376,
"Product 54081","Sample description 54081",33052,Accessories,27,
"Product 54082","Sample description 54082",37746,Furniture,205,
"Product 54083","Sample description 54083",301,Computers,475,
"Product 54084","Sample description 54084",7203,Computers,343,
"Product 54085","Sample description 54085",41217,Computers,484,
"Product 54086","Sample description 54086",40251,Furniture,38,
"Product 54087","Sample description 54087",2715,Electronics,472,
"Product 54088","Sample description 54088",34398,Furniture,293,
"Product 54089","Sample description 54089",48981,Computers,302,
"Product 54090","Sample description 54090",23522,Computers,3,
"Product 54091","Sample description 54091",20647,Computers,481,
"Product 54092","Sample description 54092",46547,Fashion,53,
"Product 54093","Sample description 54093",23754,Computers,224,
"Product 54094","Sample description 54094",35543,Electronics,33,
"Product 54095","Sample description 54095",22590,Furniture,377,
"Product 54096","Sample description 54096",2703,Furniture,133,
"Product 54097","Sample description 54097",12890,Furniture,393,
"Product 54098","Sample description 54098",26611,Electronics,328,
"Product 54099","Sample description 54099",41070,Furniture,442,
"Product 54100","Sample description 54100",5504,Furniture,154,
"Product 54101","Sample description 54101",32360,Accessories,470,
"Product 54102","Sample description 54102",19051,Accessories,304,
"Product 54103","Sample description 54103",11685,Computers,475,
"Product 54104","Sample description 54104",6501,Computers,278,
"Product 54105","Sample description 54105",17076,Computers,449,
"Product 54106","Sample description 54106",13418,Furniture,350,
"Product 54107","Sample description 54107",3476,Computers,276,
"Product 54108","Sample description 54108",29013,Fashion,4,
"Product 54109","Sample description 54109",49224,Fashion,419,
"Product 54110","Sample description 54110",37850,Furniture,245,
"Product 54111","Sample description 54111",32413,Furniture,155,
"Product 54112","Sample description 54112",13013,Accessories,312,
"Product 54113","Sample description 54113",13612,Accessories,165,
"Product 54114","Sample description 54114",30237,Accessories,370,
"Product 54115","Sample description 54115",16729,Computers,311,
"Product 54116","Sample description 54116",19508,Furniture,324,
"Product 54117","Sample description 54117",27546,Computers,80,
"Product 54118","Sample description 54118",25993,Electronics,163,
"Product 54119","Sample description 54119",15757,Computers,123,
"Product 54120","Sample description 54120",13846,Accessories,344,
"Product 54121","Sample description 54121",621,Fashion,237,
"Product 54122","Sample description 54122",1904,Computers,318,
"Product 54123","Sample description 54123",14640,Accessories,392,
"Product 54124","Sample description 54124",140,Computers,438,
"Product 54125","Sample description 54125",35620,Accessories,123,
"Product 54126","Sample description 54126",27839,Computers,472,
"Product 54127","Sample description 54127",10804,Electronics,89,
"Product 54128","Sample description 54128",5832,Fashion,332,
"Product 54129","Sample description 54129",16570,Fashion,248,
"Product 54130","Sample description 54130",3110,Fashion,492,
"Product 54131","Sample description 54131",2747,Fashion,72,
"Product 54132","Sample description 54132",30812,Fashion,122,
"Product 54133","Sample description 54133",35810,Accessories,107,
"Product 54134","Sample description 54134",8927,Fashion,289,
"Product 54135","Sample description 54135",39435,Fashion,221,
"Product 54136","Sample description 54136",14441,Computers,280,
"Product 54137","Sample description 54137",47715,Furniture,313,
"Product 54138","Sample description 54138",11847,Electronics,229,
"Product 54139","Sample description 54139",25697,Furniture,479,
"Product 54140","Sample description 54140",388,Fashion,242,
"Product 54141","Sample description 54141",9981,Electronics,380,
"Product 54142","Sample description 54142",41799,Furniture,205,
"Product 54143","Sample description 54143",16829,Electronics,153,
"Product 54144","Sample description 54144",29992,Furniture,145,
"Product 54145","Sample description 54145",26669,Computers,351,
"Product 54146","Sample description 54146",38945,Accessories,42,
"Product 54147","Sample description 54147",7673,Furniture,453,
"Product 54148","Sample description 54148",32638,Electronics,228,
"Product 54149","Sample description 54149",5623,Accessories,470,
"Product 54150","Sample description 54150",1400,Fashion,263,
"Product 54151","Sample description 54151",35796,Furniture,106,
"Product 54152","Sample description 54152",35579,Fashion,181,
"Product 54153","Sample description 54153",13915,Fashion,106,
"Product 54154","Sample description 54154",11100,Electronics,60,
"Product 54155","Sample description 54155",933,Accessories,127,
"Product 54156","Sample description 54156",7747,Fashion,397,
"Product 54157","Sample description 54157",13963,Electronics,457,
"Product 54158","Sample description 54158",24565,Furniture,230,
"Product 54159","Sample description 54159",12551,Accessories,81,
"Product 54160","Sample description 54160",33773,Furniture,478,
"Product 54161","Sample description 54161",25347,Accessories,120,
"Product 54162","Sample description 54162",11847,Computers,295,
"Product 54163","Sample description 54163",34017,Accessories,136,
"Product 54164","Sample description 54164",15641,Accessories,461,
"Product 54165","Sample description 54165",14809,Computers,190,
"Product 54166","Sample description 54166",2401,Electronics,15,
"Product 54167","Sample description 54167",19915,Fashion,329,
"Product 54168","Sample description 54168",48618,Electronics,57,
"Product 54169","Sample description 54169",10834,Accessories,436,
"Product 54170","Sample description 54170",47752,Electronics,462,
"Product 54171","Sample description 54171",31777,Electronics,213,
"Product 54172","Sample description 54172",30672,Accessories,43,
"Product 54173","Sample description 54173",1784,Computers,262,
"Product 54174","Sample description 54174",25778,Computers,304,
"Product 54175","Sample description 54175",20805,Fashion,183,
"Product 54176","Sample description 54176",8069,Accessories,398,
"Product 54177","Sample description 54177",36402,Furniture,233,
"Product 54178","Sample description 54178",28293,Electronics,428,
"Product 54179","Sample description 54179",46228,Accessories,98,
"Product 54180","Sample description 54180",19835,Accessories,385,
"Product 54181","Sample description 54181",4845,Computers,376,
"Product 54182","Sample description 54182",47552,Computers,17,
"Product 54183","Sample description 54183",26679,Electronics,459,
"Product 54184","Sample description 54184",14267,Furniture,56,
"Product 54185","Sample description 54185",10414,Accessories,52,
"Product 54186","Sample description 54186",32315,Computers,131,
"Product 54187","Sample description 54187",29393,Fashion,446,
"Product 54188","Sample description 54188",1515,Furniture,24,
"Product 54189","Sample description 54189",20689,Fashion,14,
"Product 54190","Sample description 54190",21304,Accessories,103,
"Product 54191","Sample description 54191",11271,Computers,345,
"Product 54192","Sample description 54192",21721,Furniture,26,
"Product 54193","Sample description 54193",13896,Fashion,49,
"Product 54194","Sample description 54194",25961,Accessories,469,
"Product 54195","Sample description 54195",38203,Furniture,419,
"Product 54196","Sample description 54196",21765,Fashion,369,
"Product 54197","Sample description 54197",42680,Furniture,382,
"Product 54198","Sample description 54198",34062,Accessories,169,
"Product 54199","Sample description 54199",19042,Furniture,405,
"Product 54200","Sample description 54200",21920,Computers,47,
"Product 54201","Sample description 54201",29142,Fashion,379,
"Product 54202","Sample description 54202",30125,Fashion,192,
"Product 54203","Sample description 54203",47536,Accessories,337,
"Product 54204","Sample description 54204",1519,Accessories,54,
"Product 54205","Sample description 54205",2854,Accessories,199,
"Product 54206","Sample description 54206",48458,Computers,236,
"Product 54207","Sample description 54207",1676,Fashion,211,
"Product 54208","Sample description 54208",8846,Furniture,486,
"Product 54209","Sample description 54209",42014,Electronics,366,
"Product 54210","Sample description 54210",43588,Computers,255,
"Product 54211","Sample description 54211",919,Accessories,129,
"Product 54212","Sample description 54212",5938,Computers,482,
"Product 54213","Sample description 54213",11707,Accessories,150,
"Product 54214","Sample description 54214",43553,Computers,151,
"Product 54215","Sample description 54215",34867,Furniture,109,
"Product 54216","Sample description 54216",3142,Fashion,148,
"Product 54217","Sample description 54217",10516,Computers,247,
"Product 54218","Sample description 54218",10611,Computers,161,
"Product 54219","Sample description 54219",32304,Accessories,16,
"Product 54220","Sample description 54220",14007,Fashion,60,
"Product 54221","Sample description 54221",41720,Accessories,77,
"Product 54222","Sample description 54222",41429,Furniture,186,
"Product 54223","Sample description 54223",13308,Furniture,160,
"Product 54224","Sample description 54224",7618,Computers,475,
"Product 54225","Sample description 54225",11532,Electronics,138,
"Product 54226","Sample description 54226",8508,Furniture,499,
"Product 54227","Sample description 54227",48831,Computers,455,
"Product 54228","Sample description 54228",37966,Computers,347,
"Product 54229","Sample description 54229",36841,Fashion,167,
"Product 54230","Sample description 54230",28953,Accessories,36,
"Product 54231","Sample description 54231",4373,Computers,371,
"Product 54232","Sample description 54232",22788,Computers,213,
"Product 54233","Sample description 54233",12461,Electronics,372,
"Product 54234","Sample description 54234",3333,Electronics,104,
"Product 54235","Sample description 54235",22992,Fashion,163,
"Product 54236","Sample description 54236",17982,Furniture,229,
"Product 54237","Sample description 54237",3774,Furniture,129,
"Product 54238","Sample description 54238",37702,Computers,417,
"Product 54239","Sample description 54239",28983,Furniture,184,
"Product 54240","Sample description 54240",1590,Accessories,478,
"Product 54241","Sample description 54241",26267,Furniture,265,
"Product 54242","Sample description 54242",46287,Fashion,85,
"Product 54243","Sample description 54243",33085,Computers,243,
"Product 54244","Sample description 54244",22394,Electronics,338,
"Product 54245","Sample description 54245",24088,Furniture,265,
"Product 54246","Sample description 54246",34909,Furniture,122,
"Product 54247","Sample description 54247",32114,Furniture,165,
"Product 54248","Sample description 54248",35240,Computers,89,
"Product 54249","Sample description 54249",15674,Furniture,331,
"Product 54250","Sample description 54250",1277,Furniture,120,
"Product 54251","Sample description 54251",24214,Furniture,139,
"Product 54252","Sample description 54252",36091,Furniture,240,
"Product 54253","Sample description 54253",4757,Accessories,195,
"Product 54254","Sample description 54254",13364,Electronics,24,
"Product 54255","Sample description 54255",9358,Fashion,48,
"Product 54256","Sample description 54256",9325,Fashion,417,
"Product 54257","Sample description 54257",26144,Fashion,377,
"Product 54258","Sample description 54258",28750,Fashion,54,
"Product 54259","Sample description 54259",9549,Computers,320,
"Product 54260","Sample description 54260",13824,Accessories,362,
"Product 54261","Sample description 54261",2251,Electronics,399,
"Product 54262","Sample description 54262",25799,Accessories,339,
"Product 54263","Sample description 54263",15144,Fashion,240,
"Product 54264","Sample description 54264",3148,Fashion,350,
"Product 54265","Sample description 54265",40728,Fashion,123,
"Product 54266","Sample description 54266",38805,Computers,325,
"Product 54267","Sample description 54267",4391,Computers,31,
"Product 54268","Sample description 54268",16635,Fashion,199,
"Product 54269","Sample description 54269",14261,Furniture,255,
"Product 54270","Sample description 54270",30629,Electronics,374,
"Product 54271","Sample description 54271",14976,Accessories,7,
"Product 54272","Sample description 54272",35848,Accessories,291,
"Product 54273","Sample description 54273",785,Computers,479,
"Product 54274","Sample description 54274",7067,Computers,469,
"Product 54275","Sample description 54275",2898,Accessories,244,
"Product 54276","Sample description 54276",37874,Electronics,371,
"Product 54277","Sample description 54277",47153,Electronics,465,
"Product 54278","Sample description 54278",857,Computers,55,
"Product 54279","Sample description 54279",30096,Computers,133,
"Product 54280","Sample description 54280",49240,Electronics,42,
"Product 54281","Sample description 54281",25047,Computers,172,
"Product 54282","Sample description 54282",45982,Computers,80,
"Product 54283","Sample description 54283",15783,Computers,20,
"Product 54284","Sample description 54284",21059,Accessories,294,
"Product 54285","Sample description 54285",2468,Computers,182,
"Product 54286","Sample description 54286",25396,Fashion,183,
"Product 54287","Sample description 54287",40419,Electronics,6,
"Product 54288","Sample description 54288",12006,Accessories,297,
"Product 54289","Sample description 54289",42190,Computers,139,
"Product 54290","Sample description 54290",4720,Electronics,125,
"Product 54291","Sample description 54291",38459,Computers,223,
"Product 54292","Sample description 54292",27362,Furniture,343,
"Product 54293","Sample description 54293",385,Accessories,434,
"Product 54294","Sample description 54294",6108,Furniture,461,
"Product 54295","Sample description 54295",37146,Electronics,133,
"Product 54296","Sample description 54296",14318,Furniture,460,
"Product 54297","Sample description 54297",3853,Furniture,441,
"Product 54298","Sample description 54298",16849,Fashion,38,
"Product 54299","Sample description 54299",3180,Furniture,379,
"Product 54300","Sample description 54300",39286,Fashion,54,
"Product 54301","Sample description 54301",34150,Fashion,462,
"Product 54302","Sample description 54302",38806,Computers,339,
"Product 54303","Sample description 54303",22574,Electronics,205,
"Product 54304","Sample description 54304",6923,Accessories,161,
"Product 54305","Sample description 54305",42953,Furniture,130,
"Product 54306","Sample description 54306",2388,Furniture,404,
"Product 54307","Sample description 54307",45997,Fashion,244,
"Product 54308","Sample description 54308",22115,Fashion,262,
"Product 54309","Sample description 54309",4742,Computers,363,
"Product 54310","Sample description 54310",14129,Electronics,110,
"Product 54311","Sample description 54311",1810,Accessories,386,
"Product 54312","Sample description 54312",24712,Electronics,93,
"Product 54313","Sample description 54313",6774,Electronics,427,
"Product 54314","Sample description 54314",25252,Electronics,50,
"Product 54315","Sample description 54315",28150,Electronics,83,
"Product 54316","Sample description 54316",46296,Furniture,170,
"Product 54317","Sample description 54317",14615,Electronics,225,
"Product 54318","Sample description 54318",13870,Accessories,221,
"Product 54319","Sample description 54319",16166,Electronics,296,
"Product 54320","Sample description 54320",27671,Computers,301,
"Product 54321","Sample description 54321",41744,Fashion,21,
"Product 54322","Sample description 54322",9047,Furniture,413,
"Product 54323","Sample description 54323",27821,Computers,426,
"Product 54324","Sample description 54324",47687,Electronics,294,
"Product 54325","Sample description 54325",43861,Accessories,128,
"Product 54326","Sample description 54326",34214,Accessories,286,
"Product 54327","Sample description 54327",13380,Accessories,285,
"Product 54328","Sample description 54328",3683,Fashion,134,
"Product 54329","Sample description 54329",28240,Fashion,296,
"Product 54330","Sample description 54330",47186,Electronics,288,
"Product 54331","Sample description 54331",28478,Computers,12,
"Product 54332","Sample description 54332",49263,Accessories,374,
"Product 54333","Sample description 54333",9080,Accessories,281,
"Product 54334","Sample description 54334",40684,Fashion,83,
"Product 54335","Sample description 54335",35106,Accessories,402,
"Product 54336","Sample description 54336",35015,Electronics,263,
"Product 54337","Sample description 54337",3512,Electronics,468,
"Product 54338","Sample description 54338",18279,Accessories,80,
"Product 54339","Sample description 54339",23274,Electronics,177,
"Product 54340","Sample description 54340",34879,Fashion,206,
"Product 54341","Sample description 54341",21350,Furniture,367,
"Product 54342","Sample description 54342",6136,Computers,464,
"Product 54343","Sample description 54343",24624,Furniture,126,
"Product 54344","Sample description 54344",23087,Fashion,126,
"Product 54345","Sample description 54345",23004,Fashion,486,
"Product 54346","Sample description 54346",24256,Computers,460,
"Product 54347","Sample description 54347",47714,Accessories,130,
"Product 54348","Sample description 54348",35261,Electronics,315,
"Product 54349","Sample description 54349",34024,Fashion,260,
"Product 54350","Sample description 54350",26222,Computers,225,
"Product 54351","Sample description 54351",44576,Computers,115,
"Product 54352","Sample description 54352",33537,Fashion,235,
"Product 54353","Sample description 54353",9586,Electronics,134,
"Product 54354","Sample description 54354",42323,Computers,179,
"Product 54355","Sample description 54355",21218,Electronics,347,
"Product 54356","Sample description 54356",22306,Computers,138,
"Product 54357","Sample description 54357",43847,Computers,69,
"Product 54358","Sample description 54358",46483,Computers,391,
"Product 54359","Sample description 54359",39050,Computers,93,
"Product 54360","Sample description 54360",33855,Fashion,202,
"Product 54361","Sample description 54361",36744,Furniture,257,
"Product 54362","Sample description 54362",46487,Furniture,125,
"Product 54363","Sample description 54363",10409,Furniture,490,
"Product 54364","Sample description 54364",3052,Fashion,95,
"Product 54365","Sample description 54365",10199,Furniture,451,
"Product 54366","Sample description 54366",23182,Computers,490,
"Product 54367","Sample description 54367",30356,Accessories,82,
"Product 54368","Sample description 54368",27281,Fashion,163,
"Product 54369","Sample description 54369",41098,Fashion,246,
"Product 54370","Sample description 54370",44200,Electronics,81,
"Product 54371","Sample description 54371",45434,Furniture,266,
"Product 54372","Sample description 54372",1863,Fashion,213,
"Product 54373","Sample description 54373",20582,Accessories,15,
"Product 54374","Sample description 54374",5817,Furniture,127,
"Product 54375","Sample description 54375",42368,Computers,19,
"Product 54376","Sample description 54376",49685,Fashion,380,
"Product 54377","Sample description 54377",49365,Fashion,335,
"Product 54378","Sample description 54378",19773,Accessories,174,
"Product 54379","Sample description 54379",38691,Furniture,158,
"Product 54380","Sample description 54380",36812,Furniture,365,
"Product 54381","Sample description 54381",14537,Fashion,98,
"Product 54382","Sample description 54382",2284,Furniture,132,
"Product 54383","Sample description 54383",30669,Fashion,330,
"Product 54384","Sample description 54384",4869,Computers,43,
"Product 54385","Sample description 54385",26371,Electronics,175,
"Product 54386","Sample description 54386",13329,Computers,477,
"Product 54387","Sample description 54387",38299,Accessories,204,
"Product 54388","Sample description 54388",1842,Computers,410,
"Product 54389","Sample description 54389",29729,Furniture,395,
"Product 54390","Sample description 54390",4120,Furniture,116,
"Product 54391","Sample description 54391",42858,Furniture,351,
"Product 54392","Sample description 54392",42879,Furniture,31,
"Product 54393","Sample description 54393",9959,Electronics,473,
"Product 54394","Sample description 54394",42057,Electronics,458,
"Product 54395","Sample description 54395",22368,Furniture,19,
"Product 54396","Sample description 54396",45265,Furniture,103,
"Product 54397","Sample description 54397",3301,Fashion,468,
"Product 54398","Sample description 54398",10034,Furniture,259,
"Product 54399","Sample description 54399",48306,Fashion,471,
"Product 54400","Sample description 54400",27266,Electronics,64,
"Product 54401","Sample description 54401",29996,Fashion,144,
"Product 54402","Sample description 54402",34455,Electronics,37,
"Product 54403","Sample description 54403",35334,Fashion,256,
"Product 54404","Sample description 54404",40462,Electronics,197,
"Product 54405","Sample description 54405",46163,Computers,144,
"Product 54406","Sample description 54406",5702,Accessories,195,
"Product 54407","Sample description 54407",38503,Furniture,361,
"Product 54408","Sample description 54408",13563,Fashion,300,
"Product 54409","Sample description 54409",13974,Computers,200,
"Product 54410","Sample description 54410",10110,Furniture,312,
"Product 54411","Sample description 54411",18672,Electronics,127,
"Product 54412","Sample description 54412",6540,Furniture,212,
"Product 54413","Sample description 54413",19520,Electronics,462,
"Product 54414","Sample description 54414",6844,Electronics,207,
"Product 54415","Sample description 54415",29309,Fashion,458,
"Product 54416","Sample description 54416",4584,Accessories,236,
"Product 54417","Sample description 54417",5476,Computers,488,
"Product 54418","Sample description 54418",26312,Electronics,430,
"Product 54419","Sample description 54419",41086,Fashion,37,
"Product 54420","Sample description 54420",39249,Electronics,495,
"Product 54421","Sample description 54421",49424,Furniture,210,
"Product 54422","Sample description 54422",10839,Accessories,212,
"Product 54423","Sample description 54423",10571,Accessories,135,
"Product 54424","Sample description 54424",32171,Fashion,19,
"Product 54425","Sample description 54425",10033,Computers,427,
"Product 54426","Sample description 54426",25908,Accessories,425,
"Product 54427","Sample description 54427",22154,Electronics,173,
"Product 54428","Sample description 54428",47825,Accessories,434,
"Product 54429","Sample description 54429",40085,Accessories,489,
"Product 54430","Sample description 54430",37966,Computers,94,
"Product 54431","Sample description 54431",7355,Fashion,461,
"Product 54432","Sample description 54432",16834,Fashion,218,
"Product 54433","Sample description 54433",33213,Accessories,134,
"Product 54434","Sample description 54434",32389,Computers,331,
"Product 54435","Sample description 54435",15506,Electronics,150,
"Product 54436","Sample description 54436",43260,Accessories,390,
"Product 54437","Sample description 54437",48853,Accessories,180,
"Product 54438","Sample description 54438",47742,Furniture,165,
"Product 54439","Sample description 54439",14741,Fashion,180,
"Product 54440","Sample description 54440",31557,Electronics,60,
"Product 54441","Sample description 54441",28341,Computers,154,
"Product 54442","Sample description 54442",20042,Computers,56,
"Product 54443","Sample description 54443",11225,Computers,481,
"Product 54444","Sample description 54444",44354,Furniture,409,
"Product 54445","Sample description 54445",21584,Fashion,270,
"Product 54446","Sample description 54446",1539,Electronics,200,
"Product 54447","Sample description 54447",13210,Furniture,280,
"Product 54448","Sample description 54448",3498,Accessories,218,
"Product 54449","Sample description 54449",31176,Furniture,307,
"Product 54450","Sample description 54450",11444,Furniture,373,
"Product 54451","Sample description 54451",25945,Electronics,173,
"Product 54452","Sample description 54452",1584,Accessories,407,
"Product 54453","Sample description 54453",3655,Furniture,185,
"Product 54454","Sample description 54454",21888,Accessories,228,
"Product 54455","Sample description 54455",20506,Furniture,499,
"Product 54456","Sample description 54456",29910,Accessories,353,
"Product 54457","Sample description 54457",13883,Fashion,118,
"Product 54458","Sample description 54458",47598,Electronics,268,
"Product 54459","Sample description 54459",36682,Furniture,91,
"Product 54460","Sample description 54460",4685,Accessories,117,
"Product 54461","Sample description 54461",38202,Accessories,497,
"Product 54462","Sample description 54462",7415,Fashion,192,
"Product 54463","Sample description 54463",14709,Furniture,115,
"Product 54464","Sample description 54464",47572,Furniture,396,
"Product 54465","Sample description 54465",30940,Electronics,151,
"Product 54466","Sample description 54466",5971,Computers,457,
"Product 54467","Sample description 54467",46435,Electronics,206,
"Product 54468","Sample description 54468",22136,Accessories,109,
"Product 54469","Sample description 54469",28938,Electronics,458,
"Product 54470","Sample description 54470",4689,Fashion,488,
"Product 54471","Sample description 54471",37018,Accessories,150,
"Product 54472","Sample description 54472",691,Furniture,209,
"Product 54473","Sample description 54473",31979,Computers,165,
"Product 54474","Sample description 54474",16348,Accessories,84,
"Product 54475","Sample description 54475",21858,Electronics,485,
"Product 54476","Sample description 54476",3208,Furniture,144,
"Product 54477","Sample description 54477",43122,Computers,464,
"Product 54478","Sample description 54478",29072,Furniture,320,
"Product 54479","Sample description 54479",40981,Fashion,293,
"Product 54480","Sample description 54480",42814,Electronics,263,
"Product 54481","Sample description 54481",23642,Accessories,41,
"Product 54482","Sample description 54482",47235,Fashion,51,
"Product 54483","Sample description 54483",31476,Accessories,197,
"Product 54484","Sample description 54484",16000,Furniture,148,
"Product 54485","Sample description 54485",28260,Accessories,412,
"Product 54486","Sample description 54486",26590,Fashion,6,
"Product 54487","Sample description 54487",7800,Furniture,334,
"Product 54488","Sample description 54488",6956,Computers,383,
"Product 54489","Sample description 54489",47068,Furniture,302,
"Product 54490","Sample description 54490",49560,Accessories,306,
"Product 54491","Sample description 54491",27378,Electronics,195,
"Product 54492","Sample description 54492",30515,Fashion,49,
"Product 54493","Sample description 54493",3383,Accessories,366,
"Product 54494","Sample description 54494",27299,Computers,65,
"Product 54495","Sample description 54495",26155,Fashion,319,
"Product 54496","Sample description 54496",9026,Furniture,387,
"Product 54497","Sample description 54497",45364,Electronics,86,
"Product 54498","Sample description 54498",9289,Computers,484,
"Product 54499","Sample description 54499",32956,Computers,341,
"Product 54500","Sample description 54500",26134,Accessories,459,
"Product 54501","Sample description 54501",10574,Computers,278,
"Product 54502","Sample description 54502",38852,Fashion,284,
"Product 54503","Sample description 54503",3599,Furniture,349,
"Product 54504","Sample description 54504",13375,Accessories,498,
"Product 54505","Sample description 54505",41827,Accessories,30,
"Product 54506","Sample description 54506",37282,Fashion,113,
"Product 54507","Sample description 54507",7386,Accessories,340,
"Product 54508","Sample description 54508",28836,Fashion,311,
"Product 54509","Sample description 54509",34608,Electronics,316,
"Product 54510","Sample description 54510",45057,Electronics,299,
"Product 54511","Sample description 54511",39656,Fashion,493,
"Product 54512","Sample description 54512",43899,Accessories,233,
"Product 54513","Sample description 54513",47713,Electronics,362,
"Product 54514","Sample description 54514",21411,Fashion,197,
"Product 54515","Sample description 54515",24325,Fashion,310,
"Product 54516","Sample description 54516",43545,Furniture,436,
"Product 54517","Sample description 54517",49086,Accessories,303,
"Product 54518","Sample description 54518",23122,Computers,448,
"Product 54519","Sample description 54519",44889,Computers,411,
"Product 54520","Sample description 54520",40137,Accessories,164,
"Product 54521","Sample description 54521",27396,Furniture,299,
"Product 54522","Sample description 54522",34931,Fashion,493,
"Product 54523","Sample description 54523",18744,Accessories,52,
"Product 54524","Sample description 54524",20642,Fashion,388,
"Product 54525","Sample description 54525",46314,Accessories,436,
"Product 54526","Sample description 54526",29755,Computers,100,
"Product 54527","Sample description 54527",21843,Accessories,318,
"Product 54528","Sample description 54528",16171,Accessories,243,
"Product 54529","Sample description 54529",37808,Furniture,192,
"Product 54530","Sample description 54530",18278,Computers,181,
